description,class_id
Industrial paper folding machines,007
Hand-held paper creasing tool for office use,016
Fixatives in the nature of varnishes for protection of watercolour paintings,002
Ink for photocopiers,002
Vegetable core removing machines,007
Tailboard lifts being parts of land vehicles,012
Locking pliers,008
Photoionization detectors (PIDs),009
Wines produced in the {insert geographic name or region} in accordance with adopted standards,033
Bowling ball bags,028
Custom aircraft manufacturing,040
Nail cosmetics,003
X-ray fluorescence analyzers,009
Remote monitoring emergency alarms and dispatching emergency  personnel to respond to alarms,045
Monitoring home security alarms,045
Puffed corn snacks,030
Medicated antiperspirant soap,005
Non-medicated beauty soap,003
Cakes of non-medicated soap,003
Cakes of medicated soap,005
Disinfectant hand soaps,005
Cots for babies,020
"Weighing of {indicate goods being weighed, e.g., cargo containers, aircraft, etc.}",042
Verification of personal identity as part of personal background investigations,045
Amberoid pendants being jewellery,014
Cribs for babies,020
Dried bamboo shoots,029
Vegetables pickled in soy sauce,029
Shredded coconut,029
Voltage testers,009
Apparatus for checking the authenticity of banknotes,009
"Bumper guards for cots, other than bed linen",020
Legs for furniture,020
Eyelash brushes,021
Manufacturing process consulting,040
Truck campers,012
Amber pendants being jewellery,014
"Shoe dowels, not of metal",020
Dried shiitake mushrooms,029
Powdered soya milk,029
Moses baskets,020
"Shoe pegs, not of metal",020
Hemoglobinometers,010
Fish eggs for human consumption,029
Arrangement of taxi transport,039
Air navigation services,039
Garden gnome figurines comprised of clay,019
Garden gnome figurines comprised of terra cotta,021
Air transportation services for cargo,039
Trays for holding boots and shoes for domestic use,021
Booking of tickets for travel,039
Booking of transport,039
Aeroplane rental,039
Air cargo transport,039
Agency services for arranging cruises,039
Agency services for arranging the transportation of persons,039
Public defender services,045
Pet ramps,020
Armored car transport,039
Bottling services,039
Distribution of gas,039
"Educational services, namely, conducting {specify, e.g.,  seminars, workshops, etc.} in the field of {specify, e.g., painting, sculpture, art appraisal, etc.}, provided by art galleries",041
"Entertainment services, namely, {specify, e.g., live musical performances, custom art drawing for others, custom art sketching for others, etc.}, provided by art galleries",041
Tuners for musical instruments,015
Wind instruments,015
Providing sports information,041
Testing the functionality of machines,042
Testing the functionality of apparatus and instruments,042
Snare wires for use with snare drums,015
Non-medicated lip care preparations,003
Floor lamps,011
Bath toys,028
Botifarra sausages,029
Opening of door locks,045
Organizing meetings of bereaved families to commemorate the death of a loved one,045
Medicated anti-cavity mouth rinses,005
Cabochons for making jewelry,014
Chicken and dumplings,029
"Material for stopping teeth, dental wax",005
Insecticidal cattle washes,005
Air purifiers for automobiles,011
Shoe valets,020
Artificial larynx implants,010
Wine punch,033
Cycling caps,025
Crepe paper,016
Metal laminating,040
Retail store services for works of art provided by art galleries,035
Ultraviolet gel manicure lamps,011
Chemical compositions for repairing inner tubes of tyres,001
Filler primers for automobile body repair,002
Spigots for pipes and pipelines being parts of sanitary installations,011
Power tailgates being parts of land vehicles,012
Casters for shopping trolleys,012
Filler paper,016
File trays,016
File folders,016
Dummies for babies,010
Disposable teats being pacifiers for babies,010
"Acupressure bands for relieving {indicate condition, e.g., motion sickness, morning sickness, nausea, etc.}",010
Clips for pacifiers,010
Filters being parts of motors,007
Structural framework sold as parts of ovens,011
Metal furnace grates,006
"Refrigerators, cooling apparatus and freezers for medical storage purposes",011
Freezers for medical storage purposes,011
"Curing lamps, not for medical purposes",011
"Thermo-pots, electric",011
Electric cup heaters,011
"Non-skid devices for vehicle tires, namely, non-skid chains",012
"Non-skid devices for vehicle tyres, namely, non-skid chains",012
"Non-skid devices for vehicle tyres, namely, non-skid studs",012
Tyre valves for vehicle tires,012
Trucks with a crane feature incorporated,012
Self-balancing scooters,012
Explosive or pyrotechnic rescue flares,013
Ring binders,016
Statuettes of papier mâché,016
"Stencils for {indicate purpose, e.g., decorating home décor, transfer of graphic design onto any surface, face painting, etc.}",016
Name badges,016
Dehydrated vegetables,029
Tote bags incorporating RFID blocking technology,018
Glass tinting,040
Textile warping,040
Processed cherry tomatoes,029
Tapioca and sago,030
Gas flow monitors,009
Non-medicated topically applied ointment or gel for improving hand grip in sports activities,028
Electric bladeless fans,011
Protectors for Chinese flute membranes,015
Tourmaline gemstones,014
Chinese flute membranes,015
Drawer dividers,020
Window rain guards for cars,012
Decorative stickers for cars,016
Window masking films,017
Cat beds,020
"Buccinum undatum, not live",029
Dried seafood,029
Scraping apparatus for gua sha therapy,010
Squat racks,028
Shirt yokes,025
Camiknickers,025
Burkas,025
Sports jerseys,025
Corduroy trousers,025
Jodhpurs,025
Pleated skirts,025
Automotive wire harness tape,017
Boba shops,043
"Medicinal syrups containing {specify ingredients, e.g., elderberries, wild cherry bark, etc.} for the treatment of {specify disease or physical condition, e.g., headaches, chest congestion, etc.}",005
Fabric sold as an integral component of compression garments,010
"Quick breads, namely, {specify type, e.g., banana bread, muffins, scones, etc.}",030
"Fabric sold as an integral component of finished clothing items, namely, {specify clothing items in Class 25}",025
"Medicinal syrups for the treatment of {specify disease or physical condition, e.g., headaches, chest congestion, etc.}",005
Rock climbing chalk,028
Boba being tapioca pearls,030
Tea-based beverages containing boba,030
Bubble tea shops,043
Liver,029
Pork,029
Sleeves for electric cables,009
Reels for electric cables,009
Trews,025
"Bags adapted for holding or carrying sport balls for {indicate, e.g., soccer, football, basketball, etc.}",028
Pickups for telecommunication apparatus,009
Electric massage chairs,010
"Nasal irrigators, non-electric",010
Grease for leather,004
Mineral fuel,004
Glossy ganoderma for pharmaceutical purposes,005
Self-balancing two-wheeled electric scooters,012
Self-balancing boards,012
Self-balancing electric unicycles,012
Retractable key rings,014
Retractable key chains,014
Custom 3D printing for others,040
"Film directing, other than advertising films",041
Cookie decorating,043
Rental of animals for gardening purposes,044
Baggage claim check tags of paper,016
"Tagines, non-electric",021
Cloth bags specially adapted for the storage of diapers,022
"Clothing, namely, {indicate specific item, e.g., leggings, stretch pants, camisoles, etc.} containing slimming substances",025
Fitted heel protectors for shoes,025
Tatami mats,027
Textile wallcoverings,027
Downloadable computer software development tools,009
Downloadable computer search engine software,009
Downloadable computer software for use as a spreadsheet,009
Flippers for diving,028
Swimming webs,028
Webbed gloves for swimming,028
Downloadable CAD/CAM software for {indicate general use or name specific field},009
Portable desks,020
Play tents,028
Waist trimmer exercise belts,028
Gel eye patches for cosmetic purposes,003
Non-medicated soaps,003
Insulators for cables,017
Silicon carbide for industrial purposes,001
Rice milk,029
Transponder location systems,009
Preserved artichokes,029
Layout design services for clean room environments,042
Broom handles,021
Felt pads for furniture legs,020
"Creation of control programs for automated measurement, assembly, adjustment, and related visualisation",042
Brake rotors for land vehicles,012
Degaussing to destroy data,040
Inhalers filled with oxygen for medical use,005
Electric food choppers,007
CD-ROM writers,009
Scanning probe microscopes,009
"Leeks, processed",029
Cheese boards,021
Linseed oil for culinary purposes,029
Potato fritters,029
Preparations for making bouillon,029
Low-salt bread,030
Garlic bread,030
Sriracha hot chili sauce,030
Jelly beans,030
Processed teff,030
Beard shaping tools,008
Beef sticks,029
"Mixes for making quick breads, namely, mixes for making {specify type of quick breads, e.g., banana bread, muffins, scones, etc.}",030
Valves being parts of clothes dryers,011
One-finger writing instruments,016
One-finger writing pens,016
Refrigerators and freezers for household use and replacement parts and fittings therefor,011
Dish drying mats,021
Motors for air conditioners,007
Oven ventilator hoods,011
Rice chips,030
Cacao powder,030
Livestock,031
Live clams,031
Live crayfish,031
Live fish [not for food],031
Edible chews for animals,031
Linseed for animal consumption,031
Sensitized cloth for photography,001
Soda ash,001
Adhesives for use in the manufacture of plywood,001
Espresso,030
Pie shells,030
Fish sandwiches,030
Flour-based dumplings,030
Downloadable computer anti-virus software,009
Recorded computer operating software,009
"Waterbeds, not for medical purposes",020
Indoor window blinds of woven wood,020
Reusable silicone food covers for household containers,021
"Downloadable computer programs for editing images, sound, and video",009
"Recorded computer programs for editing images, sound, and video",009
Recorded computer programmes for document management,009
"Downloadable computer firmware for {specify the function of the program, e.g., use in database management, use as a spreadsheet, word processing, etc. and, if firmware is content- or field-specific, the content or field of use}",009
